nombre,run,Dv,Correo,Nombre_usuario,Contrasena,Telefono_contacto,Jornada,Isapre,Contrato,Codigo_reserva,Codigo_agenda,Fecha,Monto,Cantidad_personas,Estado_disponibilidad,Numero_viaje,Lugar_origen,Lugar_llegada,Fecha_salida,Fecha_llegada,Capacidad,Tiempo_estimado,Precio_asiento,Empresa,Tipo_de_bus,Comodidades,Escalas,Clase,Paradas
"Marcos Corona Rivera",17614188,3,macori@viajes.cl,Marcosrivera,O6gR8kRT3H,"+56 9 0311 2454",Diurno,Fonasa,"Full time",607215,,,,,Disponible,1288,Almería,Elda,2026-03-15,2026-03-30,16,365,33000,Lufthansa,,{},{},,{}
"Alberto Quintana Galindo",28729905,2,alberto3237@viajes.cl,Albertogalindo,RACKyurffi40U,"+56 9 1646 5019",Diurno,Fonasa,"Part time",607216,,,,,Disponible,77804,SantaCruzdeTenerife,Telde,2026-03-19,2026-06-02,9,1815,68000,"American Airlines",,{},{Santander},,{}
"Arturo Avilés Rivera",1049224,6,aravri@viajes.cl,aravri,zN1maJtarE8,"+56 9 0062 6639",Diurno,Colmena,"Part time",607217,,,,,Disponible,37988,Alcorcón,Pontevedra,2025-03-21,2025-07-21,60,2928,138000,"Air New Zealand",,{},"{Parla,Rivas-Vaciamadrid,Santander}",,{}
"María Teresa Gurule Sedillo",10796104,6,marOAa9841@viajes.cl,Maríasedillo,7s6bZd9AMz3RW,"+56 2 5760 1966",Diurno,Consalud,"Part time",607218,,,,,Disponible,33975,reus,Oviedo,2026-05-20,2026-09-25,29,3077,257000,KLM,,{},"{Algeciras,Burgos}",,{}
"Concepción Elizondo Nieves",18386903,5,coelni@viajes.cl,coelni,BbCsWNySVFUFqU8,"+56 2 2007 3913",Diurno,Banmédica,"Full time",607219,,,,,Disponible,82899,DosHermanas,Albacete,2026-05-06,2026-05-31,91,600,62000,Qantas,,{},"{Manresa,Rubí,Majadahonda}",,{}
"Alejandro Vigil Vallejo",23041724,5,alejandro4193@viajes.cl,alejandro8631,PNiw6H4efSIO,"+56 2 1171 7579",Nocturno,"Más vida","Part time",607220,,,,,Disponible,14975,CastellóndelaPlana,CornelládeLlobregat,2025-02-15,2025-02-26,46,279,174000,"American Airlines",,{},"{""Alcalá de Guadaira"",""Hospitalet de LLobregat"",Coslada,Salamanca,Alcorcón}",,{}
"Gilberto Marrero Rincón",9340949,3,GilbertorincOIn@viajes.cl,gimari,V6waqBOOvGQdUMck,"+56 9 5221 0777",Nocturno,Colmena,"Part time",607221,,,,,Disponible,78946,Bilbao,Leganés,2025-12-23,2026-05-17,68,3488,202000,"Southwest Airlines",,{},"{Calahorra,Ponferrada}",,{}
"Sra. Leonor Valle Berríos",28253241,7,sra.2416@viajes.cl,Sra.berríos,36jcAW1Rz,"+56 2 0967 0489",Nocturno,Banmédica,"Full time",607222,,,,,Disponible,5081,Orense,Alicante,2025-11-08,2026-02-25,65,2621,167000,"Air France",,{},{},,{}
"Jesús Rincón Merino",19531918,9,JesOUsmerino@viajes.cl,jerime,EeyVF39W,"+56 2 9752 0318",Nocturno,Consalud,"Full time",607223,,,0,,Disponible,29873,Marbella,Toledo,2026-05-06,2026-05-26,63,503,85000,Qantas,,{},{Sabadell},,{}
"Sta. Jacobo Barajas Sepúlveda",12449098,7,sta.5767@viajes.cl,sta.6702,vNEv3pSD4,"+56 2 3368 2227",Diurno,Banmédica,"Full time",607224,,,,,Disponible,49537,Sevilla,Puertollano,2025-11-12,2026-03-27,43,3246,164000,Vueling,,{},{Tarragona},,{}
"Eva Maya Guzmán",5170501,7,evmagu@viajes.cl,evmagu,qdra8GmMhoG4g,"+56 9 9210 5261",Nocturno,Fonasa,"Full time",607225,,,,,Disponible,18500,Valdemoro,Parla,2025-09-30,2026-02-03,72,3032,129000,Emirates,,{},"{Cuenta,Torrelavega,Palencia,Gijón,Lérida}",,{}
"María José Heredia Rojo",25292417,5,marOAa3368@viajes.cl,maría2370,R9ZRqC5Pk3uAhhps,"+56 2 5662 6246",Nocturno,Fonasa,"Full time",607226,,,0,,Disponible,32593,Sevilla,Paterna,2025-08-03,2025-10-21,11,1899,148000,"Etihad Airways",,{},"{Avilés,Logroño,""Santiago de Compostela""}",,{}
"Sr. César Bernal Salgado",11911751,8,srcOobesa@viajes.cl,srcébesa,1EWeRfTgunU3V,"+56 9 8502 0313",Nocturno,Colmena,"Part time",607227,,,,,Disponible,9167,Valladolid,ElEjido,2025-01-04,2025-06-03,97,3605,371000,Vueling,,{},"{""Collado Villalba"",Mérida,Benalmádena,Zaragoza}",,{}
"Sr. Daniel Véliz Maya",6521018,5,sr.7960@viajes.cl,srdavéma,G6nE4De77tFU,"+56 9 7332 7996",Diurno,Banmédica,"Full time",607229,,,0,,Disponible,63269,Segovia,SANCRISTRóBALDELALAGUNA,2026-07-28,2026-11-05,56,2420,259000,Lufthansa,,{},"{Gerona,Marbella,Fuengirola,""Santa Coloma de Gramanet""}",,{}
"Ramón Quintero Valdez",22973408,3,raquva@viajes.cl,raquva,cs0PDvvW0,"+56 9 8347 9936",Nocturno,Banmédica,"Full time",607230,,,,,Disponible,24933,Coslada,TorrejóndeArdoz,2025-11-02,2026-03-19,23,3291,188000,"Turkish Airlines",,{},"{Alcoy,Inca,Murcia}",,{}
"Sra. Martín Espinoza Viera",7454960,8,Sra.viera@viajes.cl,srmaesvi,XLLiy4wHry,"+56 9 1323 7188",Diurno,Banmédica,"Full time",607231,,,,,Disponible,1589,Tarrasa,Rubí,2025-07-09,2025-08-08,77,721,128000,JetBlue,,{},{},,{}
"Marilu Juárez Reynoso",7098028,2,marilu2586@viajes.cl,majure,g20gnVwtgxFp,"+56 2 6137 3414",Nocturno,Colmena,"Full time",607232,,,,,Disponible,46605,Valladolid,Marbella,2026-11-17,2026-12-28,39,985,51000,"Copa Airlines",,{},"{""Hospitalet de LLobregat"",""Alcalá de Henares"",Mijas,Viladecans}",,{}
"Arturo Nevárez Ramos",400766,2,arturo2525@viajes.cl,Arturoramos,8vCgFCWXqcpL5xh,"+56 9 0845 4487",Diurno,Fonasa,"Part time",607233,,,,,Disponible,3716,Rubí,SANSEBASTIáN,2025-01-31,2025-04-13,80,1734,128000,WestJet,,{},"{Coslada,""Chiclana de la Frontera"",Logroño,Ponferrada,Vigo}",,{}
"Ricardo Munguía Perea",12745053,6,rimupe@viajes.cl,Ricardoperea,FmfNpJDOL8se29w,"+56 9 9333 1752",Diurno,Banmédica,"Part time",607234,,,,,Disponible,83175,estepona,SantaColomadeGramanet,2026-11-20,2027-03-09,40,2627,137000,"Copa Airlines",,{},{Alicante},,{}
"Victoria Huerta Trujillo",26760305,7,vihutr@viajes.cl,vihutr,JrQO2fQx7TnezRI,"+56 9 4569 5480",Nocturno,Banmédica,"Part time",607235,,,0,,Disponible,78584,alcaládehenares,Motril,2025-03-23,2025-05-06,100,1077,121000,"Copa Airlines",,{},{Puertollano},,{}
"Sr. Alfonso Montes Rodrígez",24561783,6,sralmoro@viajes.cl,Sr.rodrígez,oSEVbGQW16hPqpC,"+56 9 6904 6958",Diurno,Banmédica,"Part time",607237,,,,,Disponible,64309,Mijas,Coslada,2025-10-17,2026-02-17,37,2952,221000,JetBlue,,{},"{Barcelona,Linares,Lérida}",,{}
"José Luis Ceballos Bétancourt",25463642,8,JosOobOotancourt@viajes.cl,josé3021,Ch63BCkx5,"+56 9 0828 7112",Diurno,Consalud,"Part time",607238,,,,,Disponible,3642,Mijas,CastellóndelaPlana,2026-07-25,2026-08-11,64,429,96000,EasyJet,,{},{},,{}
"Benito Ruelas Montoya",12864754,6,berumo@viajes.cl,benito5343,uB8XM1MO3Y,"+56 9 6846 0639",Nocturno,Consalud,"Part time",607239,,,0,,Disponible,87654,Torrevieja,GECHO,2026-07-24,2026-09-15,12,1291,75000,"Copa Airlines",,{},"{""Talavera de la Reina"",Parla}",,{}
"Sr. César Bernal Salgado",11911751,8,srcOobesa@viajes.cl,srcébesa,1EWeRfTgunU3V,"+56 9 8502 0313",Nocturno,Colmena,"Part time",607241,,,,,Disponible,68234,Parla,Getafe,2025-03-04,2025-08-04,6,3677,235000,"Southwest Airlines",,{},"{Ferrol,Arrecife,""La Línea de la Concepción"",Viladecans,Gerona}",,{}
"Gloria Mota Olivas",17252059,6,glmool@viajes.cl,Gloriaolivas,65T7Dg2Cu7VDnhKr,"+56 9 7164 1330",Diurno,Fonasa,"Part time",607242,,,0,,Disponible,75964,Tarragona,Toledo,2026-02-01,2026-05-10,44,2365,299000,"Air Canada",,{},"{Bilbao,Vitoria,Algeciras}",,{}
"Gabriel Cabrera Centeno",25183742,2,gacace@viajes.cl,Gabrielcenteno,4iK7FyQSy,"+56 9 5001 5881",Diurno,Banmédica,"Part time",607244,,,,,Disponible,10357,CiudadReal,SanCristróbaldelaLaguna,2026-08-30,2026-10-02,65,802,76000,"Air France",,{},"{""San Fernando"",Segovia,""El Ejido"",Gijón}",,{}
"Natalia Brito Arias",13657663,1,Nataliaarias@viajes.cl,Nataliaarias,P68UFKLVh4Iy,"+56 2 6363 0804",Nocturno,Colmena,"Full time",607245,,,,,Disponible,5346,ChiclanadelaFrontera,Orense,2026-04-02,2026-05-17,82,1100,134000,"LATAM Airlines",,{},"{Majadahonda,Puertollano,Getafe,Lérida}",,{}
"Olivia Gutiérrez Murillo",3080390,6,Oliviamurillo@viajes.cl,Oliviamurillo,V3sbWoCKp0PoRf,"+56 9 7272 2259",Nocturno,Banmédica,"Full time",607247,,,,,Disponible,30847,sanlúcardebarrameda,Vigo,2025-01-09,2025-01-16,11,180,72000,"Etihad Airways",,{},{},,{}
"Sr. Homero Armendáriz Salcedo",26931220,3,sr.9753@viajes.cl,sr.3269,0sgz8hLJVS5,"+56 9 2955 5116",Diurno,Banmédica,"Part time",607248,,,,,Disponible,43622,Reus,Parla,2026-09-28,2027-02-25,32,3609,377000,"Southwest Airlines",,{},{Gijón},,{}
"Gonzalo Treviño Jaime",24861855,8,gotrja@viajes.cl,Gonzalojaime,rc8cSQ9guuSlfI3,"+56 9 8187 4795",Diurno,Banmédica,"Full time",607249,,,,,Disponible,29447,PozuelodeAlarcón,Granada,2025-01-06,2025-02-19,61,1066,123000,"Etihad Airways",,{},"{Majadahonda,Logroño}",,{}
"Yolanda Armas Orosco",14760021,6,yoaror@viajes.cl,yolanda1786,ERXAoEFXH7CLMq22,"+56 2 8933 5201",Nocturno,Colmena,"Full time",607250,,,,,Disponible,58002,Manresa,Ceuta,2025-08-30,2025-09-22,99,562,14000,"Qatar Airways",,{},"{Calahorra,Gerona}",,{}
"Adela Deleón Velasco",15206414,4,addeve@viajes.cl,adela1420,cZ3DaGfwUxcGW27,"+56 9 4398 1274",Nocturno,Consalud,"Full time",607254,,,,,Disponible,22369,ElPuertodeSantaMaría,HospitaletdeLLobregat,2025-03-19,2025-07-09,68,2696,112000,"Japan Airlines",,{},"{Pontevedra,Elche}",,{}
"Jaime Villa Reyes",28357478,4,Jaimereyes@viajes.cl,javire,2YvVvKDkOZp8Y,"+56 9 7521 4865",Nocturno,Colmena,"Part time",607256,,,,,Disponible,95336,Albacete,Torremolinos,2026-08-18,2027-02-13,23,4303,228000,"Singapore Airlines",,{},{},,{}
"Diana Zamudio Mota",21147684,2,dizamo@viajes.cl,dizamo,d8EEBC28Lc54h,"+56 9 6216 3079",Diurno,"Más vida","Full time",607259,,,,,Disponible,74553,Valdemoro,Badalona,2026-02-07,2026-07-26,32,4068,307000,"Southwest Airlines",,{},{},,{}
"José Emilio Serrano Rico",17925930,3,joemseri@viajes.cl,josé206,SK27hWFA0hw,"+56 9 3209 3614",Nocturno,Colmena,"Full time",607261,,,,,Disponible,1100,Inca,Marbella,2026-11-30,2027-04-07,22,3075,278000,Lufthansa,,{},"{Oviedo,Benalmádena,Benidorm,Benalmádena,""Palma de Mallorca""}",,{}
"Sr. Adela Martínez Olvera",16179761,8,sr.9835@viajes.cl,sr.1828,eyxqCpqD1YpcNr,"+56 9 8893 4008",Nocturno,"Más vida","Part time",607263,,,,,Disponible,95896,Ferrol,Avilés,2026-04-26,2026-06-02,85,897,68000,"LATAM Airlines",,{},"{""Talavera de la Reina"",Pontevedra}",,{}
"Jesús Riojas Cabrera",12624622,6,jerica@viajes.cl,jesús6152,09aeRrU8E,"+56 2 6467 6773",Nocturno,Banmédica,"Part time",607264,,,,,Disponible,68061,Granada,Sevilla,2025-06-13,2025-09-10,66,2136,170000,"Delta Air Lines",,{},"{Benidorm,Getafe,Inca,""Torrejón de Ardoz""}",,{}
"Sta. Luis Miguel Pacheco Pelayo",11106849,6,sta.2537@viajes.cl,stlumipape,kWXQCYNzJ4,"+56 2 7089 0549",Diurno,Fonasa,"Part time",607265,,,0,,Disponible,56620,elpuertodesantamaría,ESTEPONA,2026-03-31,2026-09-07,1,3846,315000,"LATAM Airlines",,{},"{""Santa Coloma de Gramanet"",Mijas,Baracaldo,""Torrejón de Ardoz"",Motril}",,{}
"Julio Figueroa Caballero",25421942,8,jufica@viajes.cl,julio263,2DhWmeMb,"+56 2 2072 2384",Diurno,"Más vida","Part time",607266,,,,,Disponible,66202,Burgos,Arrecife,2025-10-17,2026-03-23,44,3772,221000,WestJet,,{},"{Gerona,Vitoria}",,{}
"Raquel Altamirano Romero",5679222,8,Raquelromero@viajes.cl,Raquelromero,8eQ6jOdZ3UDYmX,"+56 9 3122 7218",Nocturno,"Más vida","Full time",607267,,,,,Disponible,61947,Alcobendas,Orihuela,2025-09-28,2025-12-03,8,1594,62000,"LATAM Airlines",,{},{},,{}
"Felipe Valdez Pineda",15540162,1,fevapi@viajes.cl,felipe119,juN2nZQMYa,"+56 9 2306 6106",Nocturno,"Más vida","Part time",607268,,,,,Disponible,15016,Valdemoro,Móstoles,2026-11-14,2027-05-06,87,4162,206000,EasyJet,,{},"{Móstoles,Torremolinos}",,{}
"Daniel Vaca Muñiz",25411749,8,davamu@viajes.cl,daniel3494,ZplxRQ2LLuGVIl0,"+56 2 6250 4984",Diurno,Fonasa,"Part time",607269,,,,,Disponible,46659,Torremolinos,Puertollano,2025-03-11,2025-07-14,71,3023,257000,"Singapore Airlines",,{},{},,{}
"Cristina Franco Toledo",5260482,6,Cristinatoledo@viajes.cl,cristina1300,BFPhANN9,"+56 9 4808 0105",Diurno,Colmena,"Part time",607270,,,,,Disponible,62609,Motril,Estepona,2026-04-30,2026-10-09,63,3911,485000,Ryanair,,{},"{""El Ejido"",Rivas-Vaciamadrid,""Alcalá de Henares"",Alcoy,Rubí}",,{}
"Benjamín Madera Nieto",22592392,2,benjamOAn9881@viajes.cl,benjamín8713,VZpMOy7vZwPWxVAe,"+56 2 5182 6707",Nocturno,Banmédica,"Part time",607271,,,,,Disponible,30958,Sabadell,Burgos,2025-07-06,2025-11-25,71,3426,275000,"American Airlines",,{},{Rubí},,{}
"Sra. Cristian Franco Matos",5417365,2,srcrfrma@viajes.cl,srcrfrma,Dz42JqwiBR9vQ,"+56 2 7879 6411",Diurno,Colmena,"Part time",607272,,,,,Disponible,7447,Tarrasa,Gijón,2025-01-29,2025-07-20,95,4147,303000,"LATAM Airlines",,{},"{Granada,""Palma de Mallorca"",""Alcalá de Guadaira"",""Collado Villalba"",Viladecans}",,{}
"Ester Santiago Valverde",19043071,5,Estervalverde@viajes.cl,ester3234,7ybuZ06vWwS,"+56 2 5095 4434",Nocturno,Banmédica,"Full time",607275,,,,,Disponible,99905,Benidorm,Torrevieja,2026-11-04,2027-01-21,95,1890,152000,"Wizz Air",,{},"{Leganés,""Sanlúcar de Barrameda"",Leganés,Rubí,""San Sebastián""}",,{}
"Rocio Murillo Carranza",13527752,5,rocio3460@viajes.cl,Rociocarranza,xyK19D6RLTPg,"+56 2 1081 7539",Diurno,Colmena,"Part time",607276,,,,,Disponible,79309,coslada,SantaCruzdeTenerife,2026-06-17,2026-11-22,33,3812,418000,"Frontier Airlines",,{},"{Málaga,Paterna}",,{}
"Guillermo Ocampo Flores",4646651,9,guillermo7822@viajes.cl,Guillermoflores,2MZXHeJYGFEq4kcM,"+56 9 8119 5395",Nocturno,Consalud,"Full time",607277,,,,,Disponible,72315,LasPalmasdeGranCanaria,RoquetasdeMar,2026-08-13,2026-11-10,49,2153,171000,KLM,,{},"{""Jerez de la Frontera"",Valencia,Fuengirola}",,{}
"Rosario Mejía Miramontes",8872764,9,rosario2602@viajes.cl,romemi,eeacvYyOoA2UCZK,"+56 9 1953 9478",Diurno,"Más vida","Full time",607278,,,,,Disponible,44507,HospitaletdeLLobregat,Badajoz,2025-01-12,2025-06-16,68,3722,447000,"Delta Air Lines",,{},"{Jaén,Tarragona,Orihuela}",,{}
"Sofia Porras Villalpando",18855879,8,sofia4691@viajes.cl,sopovi,EKWNFjzIURkAZ56t,"+56 2 0867 3962",Nocturno,Consalud,"Full time",607283,,,,,Disponible,10000,Telde,Valencia,2025-07-13,2025-11-14,89,2995,261000,"American Airlines",,{},"{Zaragoza,Cuenta,Pontevedra,""Las Palmas de Gran Canaria"",Valencia}",,{}
"Eva Vázquez Girón",19169091,5,evvOegi@viajes.cl,evvági,47NRcNL5lahu,"+56 9 1210 1574",Diurno,Consalud,"Part time",607284,,,,,Disponible,12229,Cádiz,SanCristróbaldelaLaguna,2026-05-02,2026-10-18,23,4079,344000,"Air New Zealand",,{},"{""Santa Cruz de Tenerife""}",,{}
"Homero Escalante Roybal",18097163,7,homero3606@viajes.cl,Homeroroybal,bCSK4db8U0iEE,"+56 2 4002 2833",Diurno,Fonasa,"Part time",607285,,,,,Disponible,52080,Leganés,SantaLucíadeTirajana,2026-06-08,2026-11-07,57,3660,162000,Aeroméxico,,{},{Vigo},,{}
"Rocio Murillo Carranza",13527752,5,rocio3460@viajes.cl,Rociocarranza,xyK19D6RLTPg,"+56 2 1081 7539",Diurno,Colmena,"Part time",607286,,,,,Disponible,49940,Zaragoza,PalmadeMallorca,2026-05-29,2026-06-19,35,511,128000,Aeroméxico,,{},"{Murcia,Badalona}",,{}
"Sr. Claudia Escobedo Alejandro",16792657,6,srclesal@viajes.cl,Sr.alejandro,wLS2r8L3B,"+56 2 5535 8190",Diurno,Banmédica,"Full time",607287,,,,,Disponible,66782,Alicante,Paterna,2025-06-12,2025-08-15,30,1548,50000,Avianca,,{},"{Cádiz,""San Sebastián"",""San Sebastían de los Reyes""}",,{}
"Sta. Homero Rodríguez Collado",3845334,3,sta.8391@viajes.cl,Sta.collado,V6l7wupEzoHb7wUP,"+56 9 8505 3055",Diurno,Colmena,"Full time",607288,,,,,Disponible,91385,Manresa,Estepona,2026-09-06,2026-10-06,54,741,38000,"LATAM Airlines",,{},"{Barcelona,Badalona,Estepona,Rubí,Alcoy}",,{}
"José María Menéndez Godínez",24950079,8,josOo2652@viajes.cl,josé8689,Yn4bkVJa3Y5yDgJw,"+56 9 5425 1711",Diurno,"Más vida","Full time",607289,,,,,Disponible,39190,JerezdelaFrontera,Leganés,2026-01-03,2026-02-11,51,939,85000,Aeroméxico,,{},{},,{}
"Leticia Orosco Bravo",21143382,5,leorbr@viajes.cl,leticia6294,Ic3qaxAsiLCqy00,"+56 9 3361 6227",Diurno,Fonasa,"Full time",607290,,,,,Disponible,89690,SanCristróbaldelaLaguna,Benalmádena,2025-10-05,2025-12-24,70,1939,135000,Avianca,,{},{Calahorra},,{}
"Sta. Gonzalo Cadena Batista",20465273,2,stgocaba@viajes.cl,sta.8565,qdMHGOyPSnJmx9x,"+56 9 2721 2909",Nocturno,"Más vida","Full time",607292,,,,,Disponible,1727,Málaga,CáDIZ,2025-09-20,2026-02-16,99,3579,365000,"Air New Zealand",,{},{},,{}
"Sra. José María Caraballo Montaño",12816441,3,sra.8181@viajes.cl,srjomacamo,5szTxGfx,"+56 2 1546 3051",Nocturno,Consalud,"Part time",607293,,,,,Disponible,70191,lugo,LINARES,2025-05-17,2025-06-30,98,1072,100000,"Ethiopian Airlines",,{},"{""Santa Coloma de Gramanet"",Gerona,Torremolinos}",,{}
"Sr. Joaquín Riojas Badillo",9657185,2,Sr.badillo@viajes.cl,sr.518,qw4FDjNyBzh,"+56 9 9549 4240",Nocturno,Consalud,"Part time",607300,,,,,Disponible,84186,Lugo,CiudadReal,2025-04-17,2025-04-24,57,174,7000,"United Airlines",,{},"{""Las Palmas de Gran Canaria"",""Roquetas de Mar"",""Palma de Mallorca""}",,{}
"Susana Alaniz Solorzano",22990787,5,Susanasolorzano@viajes.cl,Susanasolorzano,txuOzUf3FH0CUlB2,"+56 2 3943 8831",Diurno,"Más vida","Part time",607301,,,,,Disponible,85083,Vigo,SanFernando,2025-08-22,2025-09-22,3,759,62000,KLM,,{},"{Torrelavega,""Ciudad Real"",Manresa,Motril,Almería}",,{}
"Gonzalo Dávila Mayorga",5119248,6,godOema@viajes.cl,godáma,GdYYpSYxw0C2,"+56 9 6137 1898",Nocturno,Banmédica,"Full time",607302,,,,,Disponible,30095,Elche,Paterna,2025-11-12,2026-03-29,50,3304,382000,"Air Canada",,{},"{Inca,Sabadell,""Pozuelo de Alarcón""}",,{}
"Federico Guardado Valverde",25612303,7,federico3486@viajes.cl,Federicovalverde,YH4Sl31dmqR,"+56 2 8486 3572",Diurno,Banmédica,"Full time",607303,,,,,Disponible,53183,Algeciras,Rubí,2026-01-05,2026-04-23,60,2603,181000,Iberia,,{},{León},,{}
"Horacio Becerra León",999152,2,horacio2141@viajes.cl,Horacioleón,R5trl7rata3RaIa,"+56 2 1514 1315",Diurno,Fonasa,"Part time",607304,,,,,Disponible,29340,SanFernando,Toledo,2026-04-25,2026-05-05,18,257,108000,"Wizz Air",,{},"{Guadalajara,Motril,Sagunto}",,{}
"Isabel Granado Olivera",25756607,2,Isabelolivera@viajes.cl,,uaiHjU4gHF,"+56 2 8169 3871",Nocturno,"Más vida","Part time",607305,,,,,Disponible,80411,,Lugo,2025-03-20,2025-07-10,24,2689,82000,"Japan Airlines",,{},{Segovia},,{}
"Elsa Chávez Aguilera",11133673,3,Elsaaguilera@viajes.cl,Elsaaguilera,prSIfW2xtF5JW,"+56 2 5716 2003",Nocturno,Consalud,"Full time",607306,,,,,Disponible,41124,Vigo,Parla,2025-06-04,2025-10-12,32,3139,367000,"Southwest Airlines",,{},{},,{}
"Armando Garza Hidalgo",3198370,3,argahi@viajes.cl,Armandohidalgo,nvKiH6yVE,"+56 2 3758 2891",Diurno,"Más vida","Part time",607307,,,,,Disponible,98812,Fuenlabrada,CornelládeLlobregat,2025-04-01,2025-09-17,27,4058,157000,Avianca,,{},"{Ponferrada,Alicante,Toledo,""Santiago de Compostela""}",,{}
"Emilio Sevilla Velázquez",19368337,1,EmiliovelOezquez@viajes.cl,emilio2282,mntvVMLF9s,"+56 2 8407 5920",Nocturno,Banmédica,"Part time",607308,,,,,Disponible,52428,SantaLucíadeTirajana,Segovia,2025-10-17,2026-01-17,85,2213,183000,"Frontier Airlines",,{},{},,{}
"Rosario Cervántez Calderón",9474132,7,RosariocalderOIn@viajes.cl,Rosariocalderón,Ppa7FEsynWTb3uZQ,"+56 9 2627 1678",Nocturno,Colmena,"Full time",607309,,,,,Disponible,49936,Guadalajara,Viladecans,2025-04-04,2025-08-13,17,3156,276000,Aeroméxico,,{},{},,{}
"Ángela Mondragón Niño",8794633,9,nngelanino@viajes.cl,ángela1398,7tJGs4XbX,"+56 2 7314 7118",Diurno,Colmena,"Part time",607311,,,,,Disponible,22484,SanlúcardeBarrameda,Pontevedra,2026-02-05,2026-04-18,5,1732,119000,"Turkish Airlines",,{},{},,{}
"Federico Muñoz Alicea",18610516,8,femual@viajes.cl,femual,V03zfsO4G0o3,"+56 2 2432 6757",Diurno,Colmena,"Full time",607312,,,,,Disponible,59509,Barcelona,ElEjido,2025-03-14,2025-08-12,74,3644,260000,"Ethiopian Airlines",,{},"{Jaén,""Las Palmas de Gran Canaria"",Huelva,""Santiago de Compostela""}",,{}
"Rosalia Núñez Baeza",16648824,9,Rosaliabaeza@viajes.cl,Rosaliabaeza,Z6boOYvwUMcgPL,"+56 9 5632 1969",Diurno,Banmédica,"Full time",607315,,,,,Disponible,61796,majadahonda,Benidorm,2026-07-18,2026-09-01,56,1087,108000,"Wizz Air",,{},{},,{}
"Sr. Guillermo Zambrano Zepeda",10612645,3,srguzaze@viajes.cl,srguzaze,qE0RVuQEBjEwC1T,"+56 9 6748 2921",Nocturno,Banmédica,"Full time",607316,,,,,Disponible,98220,Leganés,Leganés,2026-06-26,2026-12-18,69,4200,491000,"Alaska Airlines",,{},"{""Alcalá de Guadaira"",Marbella,Huelva}",,{}
"Guillermina Espinosa Mateo",26102536,1,guesma@viajes.cl,Guillerminamateo,5ec6koNaihypfFET,"+56 9 6616 1369",Nocturno,Banmédica,"Part time",607317,,,,,Disponible,71817,MolletdelVallés,TalaveradelaReina,2025-08-17,2026-01-14,63,3610,495000,Ryanair,,{},{Inca},,{}
"Gilberto Caraballo Osorio",23082862,8,gilberto4236@viajes.cl,Gilbertoosorio,Ntq7iltaKhs,"+56 9 8441 5834",Nocturno,"Más vida","Part time",607318,,,,,Disponible,89337,Vitoria,CastellóndelaPlana,2025-04-09,2025-05-01,63,536,65000,"Air Canada",,{},"{Mérida,Getafe,""Castellón de la Plana"",Huelva,Badalona}",,{}
"Jerónimo Piña Villaseñor",24644817,5,jerOInimo8065@viajes.cl,jerónimo1730,34GDdsOY,"+56 9 0592 4580",Nocturno,"Más vida","Full time",607319,,,,,Disponible,39505,Benidorm,Marbella,2025-05-11,2025-08-15,14,2318,265000,"Air France",,{},"{León,Badajoz}",,{}
"Alfonso Toledo Valenzuela",2560093,2,Alfonsovalenzuela@viajes.cl,altova,1zgDDk2p,"+56 9 5583 3815",Nocturno,"Más vida","Full time",607321,,,,,Disponible,41336,PozuelodeAlarcón,Fuenlabrada,2025-05-08,2025-09-16,88,3146,210000,"Alaska Airlines",,{},"{Elche,Fuenlabrada}",,{}
"Gonzalo Márquez Prado",25984791,5,Gonzaloprado@viajes.cl,Gonzaloprado,NieREzQ4628,"+56 9 7872 1064",Diurno,Fonasa,"Full time",607322,,,,,Disponible,59063,Cádiz,Ceuta,2026-01-06,2026-06-07,35,3654,351000,"Air Canada",,{},"{Estepona,Palencia,Pontevedra,Fuenlabrada}",,{}
"Sofia Delarosa Gallardo",5873873,5,sodega@viajes.cl,sodega,ZvecSFsJHqIP4AX,"+56 2 1724 8117",Diurno,Banmédica,"Part time",607323,,,0,,Disponible,53162,Fuengirola,Alicante,2025-11-08,2025-12-22,18,1059,71000,"Air France",,{},"{Estepona,Cuenta,Telde,Reus,Inca}",,{}
"Patricio Sierra Sisneros",14076335,7,Patriciosisneros@viajes.cl,pasisi,NA7LaUh6tIbVWO,"+56 9 0489 1336",Diurno,Fonasa,"Part time",607324,,,,,Disponible,4847,Calahorra,ElPuertodeSantaMaría,2026-07-14,2026-11-18,13,3062,219000,"Delta Air Lines",,{},"{""Palma de Mallorca"",Badalona,Zamora,Valladolid}",,{}
"Sr. Luis Miguel Mercado Duran",1293557,9,sr.9680@viajes.cl,sr.7347,UVPD4p0vj4hwZKZ,"+56 2 8705 0531",Nocturno,Consalud,"Part time",607326,,,,,Disponible,50504,Huelva,Fuenlabrada,2026-07-19,2026-12-10,10,3475,335000,Vueling,,{},{Viladecans},,{}
"Sra. Federico Trejo Candelaria",11496966,4,sra.6064@viajes.cl,srfetrca,DOiECn2f,"+56 2 5673 6068",Nocturno,Colmena,"Full time",607331,,,,,Disponible,22902,Toledo,SantiagodeCompostela,2025-03-01,2025-06-05,3,2316,235000,"All Nippon Airways (ANA)",,{},{Rubí},,{}
